tt,Page,BrandLocale,AV-DE,AV-EU,AV-FR,BB-DE,BB-ES,BB-FR,BB-GR,BB-IL,BB-TR,BK-FR,CL-DE,CL-ES,CL-FI,CL-FR,CL-GR,CL-IL,CL-TR,CL-IT,DA-IT,EL-BE,EL-DE,EL-ES,EL-FR,EL-GR,EL-IL,EL-TR,JM-EU,JM-FR,JM-ME,LM-DE,LM-EU,MC-AT,MC-BE,MC-DE,MC-ES,MC-FR,MC-GR,MC-HU,MC-IL,MC-IN,MC-KSA,MC-PL,MC-RO,MC-TR,OR-EU,SB-EU,TF-DE
1,MYACCOUNT (order history),clickonViewOrderDetailsREG,,,,//ul[@class='past-purchases-data-item order accordion-header'],li[class='past-purchases-data-item__item view-details'],li[class='past-purchases-data-item__item view-details'],li[class='past-purchases-data-item__item view-details'],(//a[@data-test-id='myaccount_view_orders'])[1],//a[@data-test-id='myaccount_view_orders'],,//a[@class='button view-details-button'],//a[@class='button view-details-button'],//a[@class='button view-details-button'],//a[@class='button view-details-button'],//a[@data-test-id='past_purchase_data'],//a[@class='button view-details-button'],//a[@class='button view-details-button'],//a[@class='button view-details-button'],,,//tr[@class='order-status-table__row'],//tr[@class='order-status-table__row']/td,//span[text()='Panier actuel'],//td[@class='order-status-table__cell'],//tr[@class='order-status-table__row'],//tr[@class='order-status-table__row'],,,,,,,,,,,,,,,,,,,//span[@data-test-id='past_purchase_data'],,
1,MYACCOUNT (order history),clickonReOrderButtonREG,"//*[contains(text(),'Wiederbestellen')]",//span[@data-test-id='account_reorder'],//*[@data-test-id='account_reorder'],//a[@data-test-id='add-to-cart'],span.product-info__re-order,span.product-info__re-order,//a[@data-test-id='add-to-cart'],(//a[@data-test-id='add-to-cart'])[1],//a[@data-test-id='add-to-cart'],//div[@class='product-item__add-to-cart js-add-button']//a,//a[@data-test-id='add-to-cart'],//a[@class='button add-to-bag btn-add-to-bag jquery-once-1-processed'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//*[@data-test-id='add-to-cart'],(//a[@data-test-id='add-to-cart'])[1],//span[@data-test-id='account_reorder'],//button[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//*[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//*[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//input[@data-test-id='add_to_bag'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='favorites_addtobag'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//div[@class='product-item__add-to-cart js-add-button']/a,//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//*[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//*[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],(//a[@data-test-id='account_reorder'])[1],
1,MYACCOUNT,gnavHoverOnMyAccountlinkREG,,//a[@class='user-loyalty__user js-nav-content site-header__utility-item'],//a[@href='/account/index.tmpl'],,,,,,,,,,,,,,,,,,,,,,,,,//div[@class='gnav-util gnav-account js-gnav-account'],,,,,,,,,,//a[@id='site-my-mac'],,,,,,,,,
1,MYACCOUNT,gnavClickonMyAcclinkREG,//a[@class='user-loyalty__user js-nav-content site-header__utility-item'],//a[@class='signin-widget__account-settings-link'],"//a[contains(@href,'/account/profile_preferences.tmpl')]","//a[contains(@href,'/account/signin.tmpl')]",//a[@class='gnav-utility-item__trigger-label js-gnav-utility-item-trigger'],//a[@class='gnav-utility-item__trigger-label js-gnav-utility-item-trigger'],//a[@class='gnav-utility-item__trigger-label js-gnav-utility-item-trigger'],//a[@class='gnav-utility-item__trigger-label js-gnav-utility-item-trigger'],,//a[@class='gnav-util__icon gnav-util__icon--account'],//div[@class='header-gnav-account-link__text account-auth-text--custom'],//div[@class='header-gnav-account-link__text account-auth-text--custom'],//a[@class='header-gnav-account-link__top-sign-in text-link--style-6 js-login-status--logged-in'],//a[@class='header-gnav-account-link__top-sign-in text-link--style-6 js-login-status--logged-in'],//div[@class='header-gnav-account-link__text account-auth-text--custom'],"//a[contains(@href,'/account/profile_preferences.tmpl')]",//div[@class='header-gnav-account-link__text account-auth-text--custom'],//div[@class='header-gnav-account-link--auth js-header-gnav-account-link--auth'],"//a[contains(@href,'/account/index.tmpl')]",//a[@href='/account/index.tmpl'],//a[@href='/account/index.tmpl'],//a[@href='/account/index.tmpl'],//*[@href='/account/index.tmpl'],,//a[@href='/account/index.tmpl'],//span[@class='page-utilities__account-text'],//a[@class='gnav-util__icon gnav-util__icon--account gnav-account__icon js-overlay-trigger'],,//a[@class='js-gnav-header-sections__links-link-account'],//a[@href='/account/signin.tmpl'],//a[@href='/account/signin.tmpl'],"(//div[@class='footer-menu--mobile']//a[contains(@href,'/account/index.tmpl')])[2]",//*[@class='icon icon--icon--user site-my-mac__link-icon'],//a[@id='site-my-mac'],//a[@id='site-my-mac'],//a[@id='site-my-mac'],//a[@id='site-my-mac'],,//a[@id='site-my-mac'],//span[@class='site-my-mac__link-header'],//a[@id='site-my-mac'],//span[@class='site-my-mac__link-header'],//a[@id='site-my-mac'],//span[@class='site-my-mac__link-header'],//a[@href='/account/index.tmpl'],//a[@href='/account/signin.tmpl'],
1,MYACCOUNT,gnavSignOutHoverREG,,,,,,,,,//a[@aria-label='HesabÄ±m'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MYACCOUNT,acSignoutLinkREG,//a[@class='signin-block__authed__nav__signout-link link'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//*[@data-test-id='myaccount_menu_signout'],//*[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@href='/account/signin.tmpl?_SUBMIT=signout'],//a[@class='button-secondary account-sign-out'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@class='sign-out-link account-utilities__link'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='account_menu_logout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='log_out'],//a[@class='gnav-account__content-container-forms-account-links-logout-link'],//a[@data-test-id='myaccount_user_logout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@data-test-id='myaccount_menu_signout'],"//a[contains(@href,'/account/signin.tmpl?_SUBMIT=signout')]",//a[@href='/account/signin.tmpl?_SUBMIT=signout'],//a[@href='/account/signin.tmpl?_SUBMIT=signout'],"//a[contains(@href,'/account/signin.tmpl?_SUBMIT=signout')]",//a[@href='/account/signin.tmpl?_SUBMIT=signout'],//a[@href='/account/signin.tmpl?_SUBMIT=signout'],"//a[contains(@href,'/account/signin.tmpl?_SUBMIT=signout')]","//a[contains(@href,'/account/signin.tmpl?_SUBMIT=signout')]",//a[@href='/account/signin.tmpl?_SUBMIT=signout'],"//a[contains(@href,'/account/signin.tmpl?_SUBMIT=signout')]",//a[@href='/account/signin.tmpl?_SUBMIT=signout'],//a[@href='/account/signin.tmpl?_SUBMIT=signout'],//a[@data-test-id='myaccount_menu_signout'],//a[@class='signin-block__authed__signout-link link'],
1,HOMEPAGE,mobHamburgerIconREG,,//*[@class='icon icon--hamburger'],,//*[@class='icon icon--menu'],//*[@class='icon icon--menu'],,//*[@class='icon icon--menu'],//*[@id='gnav_mobile_trigger'],,,//*[@class='svgicon svgicon--burger hide_auth'],.gnav-header-formatter__gnav-util .gnav-header-formatter__hamburger--mobile,.gnav-header-formatter__gnav-util .gnav-header-formatter__hamburger--mobile,.gnav-header-formatter__gnav-util .gnav-header-formatter__hamburger--mobile,.gnav-header-formatter__gnav-util .gnav-header-formatter__hamburger--mobile,//*[@class='svgicon svgicon--burger hide_auth'] | //button[@class='visible gnav-header-formatter__hamburger gnav-header-formatter__hamburger--mobile js-gnav-header-formatter__hamburger button-as-link'],.gnav-header-formatter__gnav-util .gnav-header-formatter__hamburger--mobile,.gnav-header-formatter__gnav-util .gnav-header-formatter__hamburger--mobile,//label[@id='gnav_mobile_trigger'],,,,,,,,//label[@class='gnav-header-block__menu-icon-label'],,,//*[@class='icon icon--hamburger'],//*[@class='icon icon--hamburger'],,//*[@class='icon icon--bars'],//div[@class='site-header-formatter__menu-icon'],,#gnav_mobile_trigger,,,//*[@class='icon icon--bars'],//div[@class='site-header-formatter__menu-icon'],,,,,,//div[@class='gnav-mobile-trigger'],
1,MYACCOUNT (Acc settings),mobHamburgerIconAfterLoggedInREG,,"//a[contains(@href,'/account/index.tmpl')]",,,,,//a[@class='profile-page__link'],//a[@class='site-header-formatter__extra-link'],,,//div[@class='header-gnav-account-link__text header-gnav-account-link__text-custom account-auth-text--custom'],,,,,"//a[contains(@href,'/account/profile_preferences.tmpl')]",,//div[@class='header-gnav-account-link__text header-gnav-account-link__text-custom account-auth-text--custom'],"//a[contains(@href,'/account/index.tmpl')]",,//div[@class='account-breadcrumb-wrapper']/a,,,//a[@href='/account/index.tmpl'],,,,,,"//a[contains(@href,'/account/index.tmpl') and @class='menu__link menu__link--lvl-1']",,,,,,,,,,,,,,,,,
1,MYACCOUNT,mobLoggedinProfileLinkREG,//a[@class='user-loyalty__user js-nav-content'],,"//li//a[contains(@href,'/account/signin.tmpl')]",,"//*[contains(@href,'/account/signin.tmpl')]",//a[text()='Mon Compte'],,none,,"//a[contains(text(),'Mon Compte')]",,,"//div[contains(@class,'js-header-gnav-section__link')]","//div[contains(@class,'js-header-gnav-section__link')]",,,"//div[contains(@class,'js-header-gnav-section__link')]","//div[contains(@class,'js-header-gnav-section__link')]",,//a[@href='/account/index.tmpl'],,,//*[@class='page-utilities__signin-text'],,//span[@data-test-id='gnav_account_menu_login'],//span[@class='page-utilities__account-text'],//a[@class='js-gnav-header-sections__links-link-account'],,,,,,//a[@id='site-my-mac'],//a[@class='site-header-formatter__links-link js-site-header-formatter__links-link--account'],//a[@id='site-my-mac'],"//a[contains(@href,'/account/index.tmpl')]",,,//a[@id='site-my-mac'],//a[@data-test-id='home_gnav_button_signin'],//a[@id='site-my-mac'],//a[@id='site-my-mac'],//a[@id='site-my-mac'],,,,
1,GNAVHEADER,mobLogoREG,,,,,,//*[@class='icon icon--logo'],,,//div[@class='site-utils__logo']//a,,,,,,,,,,,//a[@class='page-branding__logo js-brand-logo-link'],//a[@class='page-branding__logo js-brand-logo-link'],//a[@class='page-branding__logo js-brand-logo-link'],//a[@class='page-branding__logo js-brand-logo-link'],//a[@class='page-branding__logo js-brand-logo-link'],//a[@class='page-branding__logo js-brand-logo-link'],,,,,//*[@class='icon icon--logo'],,//h1[@class='site-logo'],a.site-header-formatter__logo,//*[@class='icon icon--logo'],//*[@class='icon icon--logo'],#icon--MAC-logo,//a[@class='site-header-formatter__logo'],//*[@class='icon icon--logo'],//a[@class='site-header-formatter__logo'],//*[@class='icon icon--logo'],//a[@class='site-logo__image  lazyloaded']|//*[@class='icon icon--logo'],//*[@class='icon icon--logo'],//*[@class='icon icon--logo'],,,//a[@class='header__logo'],
1,HOMEPAGE,mobAcLoginlinkREG,//a[@class='site-header__menu-item guest-content'],"//a[contains(@href,'/account/signin.tmpl')]","//li//a[contains(@href,'/account/signin.tmpl')]","//a[contains(@href,'/account/signin.tmpl')]","//a[contains(@href,'/account/signin.tmpl')]",//a[text()='Mon Compte'],"//a[contains(@href,'/account/index.tmpl')]",//a[@class='site-header-formatter__extra-link js-site-header-formatter__extra-link--account'],//a[@class='site-header-formatter__extra-link js-site-header-formatter__extra-link--account'],"//a[contains(text(),'Mon Compte')]",//span[text()=' Anmelden '],(//a[@class='js-login-status--anonymous js-track-main-category-link text-link--style-2'])[1],(//a[@class='js-login-status--anonymous js-track-main-category-link text-link--style-2'])[1],(//a[@class='js-login-status--anonymous js-track-main-category-link text-link--style-2'])[1],.header-gnav-account-link__wrapper a.js-login-status--anonymous .header-gnav-account-link--anon,(//a[@class='js-login-status--anonymous js-track-main-category-link text-link--style-2'])[1],(//a[@class='js-login-status--anonymous js-track-main-category-link text-link--style-2'])[1],(//a[@class='js-login-status--anonymous js-track-main-category-link text-link--style-2'])[1],"//a[contains(@href,'/account/index.tmpl')]",//span[@class='utility-nav__signin-text page-utilities__signin-text'] | //span[@data-test-id='gnav_account_menu_login'],//span[@data-test-id='gnav_account_menu_login'],//span[@data-test-id='gnav_account_menu_login'],//a[@class='mon-compte level-1'],//span[@data-test-id='gnav_account_menu_login'],//span[@data-test-id='gnav_account_menu_login'],//span[@class='page-utilities__account-text'],//a[@class='js-gnav-header-sections__links-link-account'],//a[@class='js-gnav-header-sections__links-link-account'],//a[@class='gnav-util__icon gnav-util__icon--account gnav-account__icon js-overlay-trigger'],"//a[contains(@href,'/account/index.tmpl')]","//a[contains(@href,'/account/index.tmpl')]",//a[@id='site-my-mac'],//a[@class='site-header-formatter__links-link js-site-header-formatter__links-link--account'],//a[@class='site-header-formatter__links-link js-site-header-formatter__links-link--account'],//a[@class='site-header-formatter__links-link js-site-header-formatter__links-link--account'],.site-header-formatter__links-link.js-site-header-formatter__links-link--account,"//a[contains(@href,'/account/index.tmpl')]",//a[@id='site-my-mac'],//a[@class='site-header-formatter__links-link js-site-header-formatter__links-link--account'],//a[@class='site-header-formatter__links-link js-site-header-formatter__links-link--account'],//a[@id='site-my-mac'],//a[@id='site-my-mac'],//a[@id='site-my-mac'],//span[@class='site-my-mac__link-header'],"//a[contains(@href,'/account/signin.tmpl')]","//a[contains(@href,'/account/signin.tmpl')]",
1,ACCOUNTSIGNIN,mobAcClickonAlreadyReglinkREG,,,,(//input[@data-test-id='gnav_form_login'])[2],//input[@class='new-account__button js-return-user-link'],.js-return-user-link,//input[@class='new-account__button js-return-user-link'],//input[@class='new-account__button js-return-user-link'],"//input[contains(@class,'js-return-user-link')]",//*[@id='cboxClose'],,,,,,,,,,//div[@data-test-id='gnav_form_login']//a,,//div[@data-test-id='form_sign_in']/a|//div[@class='signin-overlay__toggle-form signin-overlay__toggle-form--have-acount']/a,,//div[@data-test-id='gnav_form_login']/a,,//div[@data-test-id='gnav_form_login']/a,,,,,,,,,,,,,,,,,,,,,
1,ACCOUNTSIGNIN,mobAcEnterRUEmailIDREG,//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//*[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//*[@id='form--signin--field--EMAIL_ADDRESS'] | //*[@id='root_properties_email'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='sign-in-component__EMAIL_ADDRESS'],//input[@id='sign-in-component__EMAIL_ADDRESS'],//input[@data-test-id='form_signin_email'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='sign-in-component__EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='sign-in-component__EMAIL_ADDRESS'],//input[@data-test-id='form_signin_email'],//input[@data-test-id='form_signin_email'],//input[@data-test-id='form_signin_email'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@data-test-id='form_signin_email'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@data-test-id='form_signin_email'],input#form--signin--field--EMAIL_ADDRESS,(//input[@id='form--signin--field--EMAIL_ADDRESS'])[2],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@class='field return-user-email'],//input[@data-test-id='form_signin_email'],//input[@data-test-id='form_signin_email'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//div[@class='form-item return-user__item']//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--EMAIL_ADDRESS'],//input[@id='form--signin--field--LOGIN_ID'],//input[@id='form--signin--field--EMAIL_ADDRESS'],
1,ACCOUNTSIGNIN,mobAcEnterRUPasswordREG,//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//*[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//*[@id='form--signin--field--PASSWORD'] | //*[@id='root_properties_password'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='sign-in-component__PASSWORD'],//input[@data-test-id='gnav_login_form_password'],//input[@data-test-id='form_signin_password'],//input[@id='form--signin--field--PASSWORD'],//input[@id='sign-in-component__PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@data-test-id='gnav_login_form_password'],//input[@data-test-id='form_signin_password'],//input[@data-test-id='form_signin_password'],//input[@data-test-id='form_signin_password'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@data-test-id='form_signin_password'],//input[@id='form--signin--field--PASSWORD'],//input[@data-test-id='form_signin_password'],input#form--signin--field--PASSWORD,(//input[@id='form--signin--field--PASSWORD'])[2],//input[@id='form--signin--field--PASSWORD'],//input[@class='field return-user-password'],//input[@data-test-id='form_signin_password'],//input[@data-test-id='form_signin_password'],//input[@id='form--signin--field--PASSWORD'],//div[@class='form-item return-user__item']//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],//input[@id='form--signin--field--PASSWORD'],
1,ACCOUNTSIGNIN,mobAcRuLoginButtonREG,//*[@class='return-user__fieldset signin-block__forms']//input[@data-test-id='form_signin_continue'],(//input[@data-test-id='form_signin_continue'])[2],(//input[@data-test-id='form_signin_continue'])[2],//input[@data-test-id='form_signin_continue'],//input[@class='btn btn-primary return-user__submit s_analytics_checkout_return_user'],//input[@data-test-id='form_signin_continue'],//input[@class='btn btn-primary return-user__submit s_analytics_checkout_return_user'],//input[@data-test-id='form_signin_continue'],"//input[contains(@class,'checkout_return_user')]",//input[@value='SE CONNECTER'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'] | //button[@data-test-id='signin'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],(//input[@data-test-id='form_signin_continue'])[2],//input[@data-test-id='gnav_form_login'],//input[@data-test-id='gnav_form_login'],//input[@data-test-id='form_signin_continue']|(//input[@class='form-submit'])[2],//*[@class='form-submit'][@value='IDENTIFIEZ-VOUS'],//input[@data-test-id='gnav_form_login'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='gnav_form_login'],//input[@data-test-id='form_signin_submit'],//input[@data-test-id='form_signin_submit'],//input[@data-test-id='form_signin_submit'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],//input[@data-test-id='form_signin_continue'],
1,MYACCOUNT (Acc settings),mobAcProfilelinkREG,//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//*[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//*[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],,//a[@title='Mi Perfil'] | //a[@href='/account/profile_preferences.tmpl'],,,.header-gnav-account-link__section .header-gnav-account-link__text-default,,,//a[@title='Mi Perfil'] | //a[@href='/account/profile_preferences.tmpl'],//a[@data-test-id='myaccount_menu_profile'],//a[@href='/account/profile_preferences.tmpl'],//a[@href='/account/registration.tmpl'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@href='/account/registration.tmpl'],//a[@href='/account/registration.tmpl'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@href='/account/settings.tmpl'],//a[@data-test-id='myaccount_menu_profile'],//a[@href='/account/profile_preferences.tmpl'],//a[@href='/be/nl/account/profile_preferences.tmpl'],//a[@data-test-id='myaccount_menu_profile'],//a[@href='/account/profile_preferences.tmpl'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@href='/account/profile_preferences.tmpl'],"//a[contains(@href,'/account/profile_preferences.tmpl')]",//a[text()='Account Profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],//a[@data-test-id='myaccount_menu_profile'],
1,MYACCOUNT (Acc settings),mobAcProfileEnterTitleREG,,,,,,,,,,,,,,,,,,,,,,//label[@id='form--registration--field--TITLE--index--seor_label'],,,//input[@id='form--registration--field--TITLE--index--1'],,,//select[@id='form--registration--field--TITLE'],,//a[@data-test-id='myaccount_menu_profile'],,,,,,,,,,,,,,,,,
1,MYACCOUNT (Acc settings),mobAcProfileSelectTitleDDREG,,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,,,,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,,form--profile_preferences--field--TITLE,,,,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,,,,,,,,form--registration--field--TITLE,,,,form--registration--field--TITLE,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,,,form--profile_preferences--field--TITLE,form--profile_preferences--field--TITLE,,,,,,,
1,MYACCOUNT (Acc settings),mobAcProfileEnterFirstNameREG,//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@data-test-id='form_firstname'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@name='FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--registration--field--FIRST_NAME'],//input[@data-test-id='form_firstname'],//input[@id='form--registration--field--FIRST_NAME'],//input[@id='form--registration--field--FIRST_NAME'],//input[@id='form--registration--field--FIRST_NAME'],//input[@data-test-id='form_firstname'],//input[@data-test-id='form_firstname'],//input[@data-test-id='form_firstname'],//input[@data-test-id='form_firstname'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--registration--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],input#form--profile_preferences--field--FIRST_NAME,//input[@data-test-id='form_firstname'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@data-test-id='form_firstname'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],input#form--profile_preferences--field--FIRST_NAME,//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--profile_preferences--field--FIRST_NAME'],//input[@id='form--registration--field--FIRST_NAME'],
